REGION,WEEK,YEAR,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
Virginia,45,2018,364,0,1,0.27,0,0.27
Washington,45,2018,787,4,4,1.02,0.51,0.51
West Virginia,45,2018,513,0,0,0,0,0
Wisconsin,45,2018,893,5,0,0.56,0.56,0
Alabama,46,2018,588,7,4,1.87,1.19,0.68
Arizona,46,2018,245,1,0,0.41,0.41,0
Arkansas,46,2018,222,3,2,2.25,1.35,0.9
California,46,2018,612,13,0,2.12,2.12,0
Colorado,46,2018,480,9,0,1.88,1.88,0
Connecticut,46,2018,490,3,1,0.82,0.61,0.2
Delaware,46,2018,194,3,0,1.55,1.55,0
Georgia,46,2018,1274,50,9,4.63,3.92,0.71
Hawaii,46,2018,114,2,0,1.75,1.75,0
Idaho,46,2018,56,2,1,5.36,3.57,1.79
Illinois,46,2018,298,3,3,2.01,1.01,1.01
Indiana,46,2018,243,2,2,1.65,0.82,0.82
Iowa,46,2018,265,0,0,0,0,0
Kansas,46,2018,67,1,0,1.49,1.49,0
Kentucky,46,2018,546,3,0,0.55,0.55,0
Louisiana,46,2018,322,5,1,1.86,1.55,0.31
Maine,46,2018,55,0,0,0,0,0
Maryland,46,2018,172,1,0,0.58,0.58,0
Massachusetts,46,2018,575,10,0,1.74,1.74,0
Michigan,46,2018,951,7,2,0.95,0.74,0.21
Minnesota,46,2018,434,3,0,0.69,0.69,0
Mississippi,46,2018,62,0,0,0,0,0
Missouri,46,2018,997,21,0,2.11,2.11,0
Montana,46,2018,134,0,0,0,0,0
Nebraska,46,2018,131,1,0,0.76,0.76,0
Nevada,46,2018,24,2,0,8.33,8.33,0
New Mexico,46,2018,341,1,0,0.29,0.29,0
New York,46,2018,2029,24,0,1.18,1.18,0
North Carolina,46,2018,426,2,1,0.7,0.47,0.23
North Dakota,46,2018,133,11,0,8.27,8.27,0
Ohio,46,2018,2081,62,5,3.22,2.98,0.24
Oklahoma,46,2018,327,6,1,2.14,1.83,0.31
Oregon,46,2018,383,6,1,1.83,1.57,0.26
Pennsylvania,46,2018,359,0,0,0,0,0
South Carolina,46,2018,356,3,1,1.12,0.84,0.28
South Dakota,46,2018,77,0,0,0,0,0
Tennessee,46,2018,106,0,2,1.89,0,1.89
Texas,46,2018,2136,22,18,1.87,1.03,0.84
Utah,46,2018,537,3,1,0.74,0.56,0.19
Vermont,46,2018,89,0,3,3.37,0,3.37
Virginia,46,2018,370,2,0,0.54,0.54,0
Washington,46,2018,748,5,2,0.94,0.67,0.27
West Virginia,46,2018,609,3,2,0.82,0.49,0.33
Wisconsin,46,2018,893,4,0,0.45,0.45,0
Alabama,47,2018,520,7,1,1.54,1.35,0.19
Arizona,47,2018,231,1,0,0.43,0.43,0
Arkansas,47,2018,257,6,2,3.11,2.33,0.78
California,47,2018,647,35,1,5.56,5.41,0.15
Colorado,47,2018,496,11,0,2.22,2.22,0
Connecticut,47,2018,523,6,0,1.15,1.15,0
Delaware,47,2018,231,15,0,6.49,6.49,0
Georgia,47,2018,1366,61,7,4.98,4.47,0.51
Hawaii,47,2018,96,1,0,1.04,1.04,0
Idaho,47,2018,74,1,0,1.35,1.35,0
Illinois,47,2018,237,4,1,2.11,1.69,0.42
Indiana,47,2018,255,6,0,2.35,2.35,0
Iowa,47,2018,239,2,0,0.84,0.84,0
Kansas,47,2018,57,0,0,0,0,0
Kentucky,47,2018,497,1,0,0.2,0.2,0
Louisiana,47,2018,360,10,1,3.06,2.78,0.28
Maine,47,2018,40,0,0,0,0,0
Maryland,47,2018,212,3,1,1.89,1.42,0.47
Massachusetts,47,2018,543,15,0,2.76,2.76,0
Michigan,47,2018,952,18,2,2.1,1.89,0.21
Minnesota,47,2018,366,1,0,0.27,0.27,0
Mississippi,47,2018,76,0,1,1.32,0,1.32
Missouri,47,2018,918,32,0,3.49,3.49,0
Montana,47,2018,120,0,0,0,0,0
Nebraska,47,2018,122,1,0,0.82,0.82,0
Nevada,47,2018,15,1,0,6.67,6.67,0
New Mexico,47,2018,261,1,0,0.38,0.38,0
New York,47,2018,2056,30,4,1.65,1.46,0.19
North Carolina,47,2018,486,3,3,1.23,0.62,0.62
North Dakota,47,2018,166,7,0,4.22,4.22,0
Ohio,47,2018,1928,54,5,3.06,2.8,0.26
Oklahoma,47,2018,347,4,0,1.15,1.15,0
Oregon,47,2018,435,12,0,2.76,2.76,0
Pennsylvania,47,2018,377,3,0,0.8,0.8,0
South Carolina,47,2018,374,3,0,0.8,0.8,0
South Dakota,47,2018,82,0,0,0,0,0
Tennessee,47,2018,118,2,3,4.24,1.69,2.54
Texas,47,2018,2351,77,15,3.91,3.28,0.64
Utah,47,2018,507,7,3,1.97,1.38,0.59
Vermont,47,2018,99,1,0,1.01,1.01,0
Virginia,47,2018,338,1,0,0.3,0.3,0
Washington,47,2018,800,14,1,1.88,1.75,0.13
West Virginia,47,2018,550,4,0,0.73,0.73,0
Wisconsin,47,2018,987,4,0,0.41,0.41,0
Alabama,48,2018,570,5,1,1.05,0.88,0.18
Arizona,48,2018,268,4,3,2.61,1.49,1.12
Arkansas,48,2018,266,2,1,1.13,0.75,0.38
California,48,2018,846,64,0,7.57,7.57,0
Colorado,48,2018,605,29,0,4.79,4.79,0
Connecticut,48,2018,602,6,1,1.16,1,0.17
Delaware,48,2018,252,9,0,3.57,3.57,0
Georgia,48,2018,1452,84,14,6.75,5.79,0.96
Hawaii,48,2018,61,1,0,1.64,1.64,0
Idaho,48,2018,94,0,0,0,0,0
Illinois,48,2018,331,6,1,2.11,1.81,0.3
Indiana,48,2018,281,6,0,2.14,2.14,0
Iowa,48,2018,256,1,0,0.39,0.39,0
Kansas,48,2018,103,1,1,1.94,0.97,0.97
Kentucky,48,2018,559,4,0,0.72,0.72,0
Louisiana,48,2018,525,10,4,2.67,1.9,0.76
Maine,48,2018,46,1,0,2.17,2.17,0
Maryland,48,2018,244,3,1,1.64,1.23,0.41
Massachusetts,48,2018,724,27,2,4.01,3.73,0.28
Michigan,48,2018,1197,32,2,2.84,2.67,0.17
Minnesota,48,2018,287,1,0,0.35,0.35,0
Mississippi,48,2018,85,0,0,0,0,0
Missouri,48,2018,1131,28,0,2.48,2.48,0
Montana,48,2018,124,0,1,0.81,0,0.81
Nebraska,48,2018,150,0,0,0,0,0
Nevada,48,2018,22,0,0,0,0,0
New Mexico,48,2018,356,6,0,1.69,1.69,0
New York,48,2018,2442,59,7,2.7,2.42,0.29
North Carolina,48,2018,474,12,0,2.53,2.53,0
North Dakota,48,2018,148,3,0,2.03,2.03,0
Ohio,48,2018,2321,73,3,3.27,3.15,0.13
Oklahoma,48,2018,319,4,0,1.25,1.25,0
Oregon,48,2018,526,5,1,1.14,0.95,0.19
Pennsylvania,48,2018,463,10,1,2.38,2.16,0.22
South Carolina,48,2018,452,4,0,0.88,0.88,0
South Dakota,48,2018,107,0,0,0,0,0
Tennessee,48,2018,145,4,2,4.14,2.76,1.38
Texas,48,2018,2703,64,20,3.11,2.37,0.74
Utah,48,2018,624,12,0,1.92,1.92,0
Vermont,48,2018,121,2,0,1.65,1.65,0
Virginia,48,2018,461,2,0,0.43,0.43,0
Washington,48,2018,890,15,1,1.8,1.69,0.11
West Virginia,48,2018,579,6,1,1.21,1.04,0.17
Wisconsin,48,2018,1082,8,0,0.74,0.74,0
Alabama,49,2018,682,28,2,4.4,4.11,0.29
Arizona,49,2018,306,4,4,2.61,1.31,1.31
Arkansas,49,2018,251,2,1,1.2,0.8,0.4
California,49,2018,958,139,1,14.61,14.51,0.1
Colorado,49,2018,613,68,1,11.26,11.09,0.16
Connecticut,49,2018,635,18,1,2.99,2.83,0.16
Delaware,49,2018,253,25,1,10.28,9.88,0.4
Georgia,49,2018,1501,150,10,10.66,9.99,0.67
Hawaii,49,2018,114,3,0,2.63,2.63,0
Idaho,49,2018,75,1,0,1.33,1.33,0
Illinois,49,2018,325,7,0,2.15,2.15,0
Indiana,49,2018,279,7,0,2.51,2.51,0
Iowa,49,2018,219,1,0,0.46,0.46,0
Kansas,49,2018,88,1,3,4.55,1.14,3.41
Kentucky,49,2018,568,12,0,2.11,2.11,0
Louisiana,49,2018,518,4,7,2.12,0.77,1.35
Maine,49,2018,50,3,0,6,6,0
Maryland,49,2018,255,9,1,3.92,3.53,0.39
Massachusetts,49,2018,720,39,4,5.97,5.42,0.56
Michigan,49,2018,1281,48,4,4.06,3.75,0.31
Minnesota,49,2018,425,2,0,0.47,0.47,0
Mississippi,49,2018,71,1,1,2.82,1.41,1.41
Missouri,49,2018,1235,42,1,3.48,3.4,0.08
Montana,49,2018,155,3,2,3.23,1.94,1.29
Nebraska,49,2018,164,11,0,6.71,6.71,0
Nevada,49,2018,27,2,0,7.41,7.41,0
New Mexico,49,2018,288,17,0,5.9,5.9,0
New York,49,2018,2572,63,9,2.8,2.45,0.35
North Carolina,49,2018,466,12,4,3.43,2.58,0.86
North Dakota,49,2018,136,2,0,1.47,1.47,0
Ohio,49,2018,2291,112,8,5.24,4.89,0.35
Oklahoma,49,2018,296,6,1,2.36,2.03,0.34
Oregon,49,2018,558,18,0,3.23,3.23,0
Pennsylvania,49,2018,427,5,0,1.17,1.17,0
South Carolina,49,2018,435,9,0,2.07,2.07,0
South Dakota,49,2018,73,1,0,1.37,1.37,0
Tennessee,49,2018,179,2,4,3.35,1.12,2.23
Texas,49,2018,2505,119,18,5.47,4.75,0.72
Utah,49,2018,646,16,4,3.1,2.48,0.62
Vermont,49,2018,109,7,0,6.42,6.42,0
Virginia,49,2018,405,5,0,1.23,1.23,0
Washington,49,2018,889,23,1,2.7,2.59,0.11
West Virginia,49,2018,580,5,1,1.03,0.86,0.17
Wisconsin,49,2018,1056,5,0,0.47,0.47,0
Alabama,50,2018,844,117,1,13.98,13.86,0.12
Arizona,50,2018,337,24,1,7.42,7.12,0.3
Arkansas,50,2018,281,4,2,2.14,1.42,0.71
California,50,2018,1251,251,4,20.38,20.06,0.32
Colorado,50,2018,818,133,1,16.38,16.26,0.12
Connecticut,50,2018,679,41,0,6.04,6.04,0
Delaware,50,2018,343,37,0,10.79,10.79,0
Georgia,50,2018,2030,443,14,22.51,21.82,0.69
Hawaii,50,2018,122,4,0,3.28,3.28,0
Idaho,50,2018,67,1,0,1.49,1.49,0
Illinois,50,2018,297,10,2,4.04,3.37,0.67
Indiana,50,2018,308,12,0,3.9,3.9,0
Iowa,50,2018,275,2,1,1.09,0.73,0.36
Kansas,50,2018,88,1,0,1.14,1.14,0
Kentucky,50,2018,604,19,1,3.31,3.15,0.17
Louisiana,50,2018,480,7,4,2.29,1.46,0.83
Maine,50,2018,61,3,0,4.92,4.92,0
Maryland,50,2018,271,18,4,8.12,6.64,1.48
Massachusetts,50,2018,818,66,5,8.68,8.07,0.61
Michigan,50,2018,1351,81,6,6.44,6,0.44
Minnesota,50,2018,421,2,0,0.48,0.48,0
Mississippi,50,2018,85,3,1,4.71,3.53,1.18
Missouri,50,2018,1300,106,0,8.15,8.15,0
Montana,50,2018,167,9,4,7.78,5.39,2.4
Nebraska,50,2018,198,33,0,16.67,16.67,0
Nevada,50,2018,25,5,0,20,20,0
New Mexico,50,2018,322,18,3,6.52,5.59,0.93
New York,50,2018,2852,157,10,5.86,5.5,0.35
North Carolina,50,2018,519,23,0,4.43,4.43,0
North Dakota,50,2018,152,9,0,5.92,5.92,0
Ohio,50,2018,2493,186,10,7.86,7.46,0.4
Oklahoma,50,2018,359,4,2,1.67,1.11,0.56
Oregon,50,2018,572,38,0,6.64,6.64,0
Pennsylvania,50,2018,417,22,0,5.28,5.28,0
South Carolina,50,2018,464,22,0,4.74,4.74,0
South Dakota,50,2018,64,0,0,0,0,0
Tennessee,50,2018,173,8,2,5.78,4.62,1.16
Texas,50,2018,3114,324,32,11.43,10.4,1.03
Utah,50,2018,652,42,4,7.06,6.44,0.61
Vermont,50,2018,154,23,0,14.94,14.94,0
Virginia,50,2018,447,21,0,4.7,4.7,0
Washington,50,2018,1053,34,0,3.23,3.23,0
West Virginia,50,2018,609,5,0,0.82,0.82,0
Wisconsin,50,2018,1154,15,4,1.65,1.3,0.35
Alabama,51,2018,931,212,2,22.99,22.77,0.21
Alaska,51,2018,11,0,0,0,0,0
Arizona,51,2018,434,46,2,11.06,10.6,0.46
Arkansas,51,2018,342,10,4,4.09,2.92,1.17
California,51,2018,1244,223,4,18.25,17.93,0.32
Colorado,51,2018,1100,223,0,20.27,20.27,0
Connecticut,51,2018,882,82,0,9.3,9.3,0
Delaware,51,2018,404,59,2,15.1,14.6,0.5
Georgia,51,2018,2555,702,14,28.02,27.48,0.55
Hawaii,51,2018,118,3,0,2.54,2.54,0
Idaho,51,2018,83,5,0,6.02,6.02,0
Illinois,51,2018,361,23,3,7.2,6.37,0.83
Indiana,51,2018,298,18,0,6.04,6.04,0
Iowa,51,2018,299,3,0,1,1,0
Kansas,51,2018,99,10,1,11.11,10.1,1.01
Kentucky,51,2018,731,71,1,9.85,9.71,0.14
Louisiana,51,2018,500,9,4,2.6,1.8,0.8
Maine,51,2018,68,2,0,2.94,2.94,0
Maryland,51,2018,320,30,0,9.38,9.38,0
Massachusetts,51,2018,950,130,1,13.79,13.68,0.11
Michigan,51,2018,1558,117,6,7.89,7.51,0.39
Minnesota,51,2018,340,9,1,2.94,2.65,0.29
Mississippi,51,2018,92,5,0,5.43,5.43,0
Missouri,51,2018,1665,143,0,8.59,8.59,0
Montana,51,2018,188,8,4,6.38,4.26,2.13
Nebraska,51,2018,305,67,0,21.97,21.97,0
Nevada,51,2018,31,0,0,0,0,0
New Mexico,51,2018,458,94,0,20.52,20.52,0
New York,51,2018,3169,266,4,8.52,8.39,0.13
North Carolina,51,2018,484,29,2,6.4,5.99,0.41
North Dakota,51,2018,181,15,0,8.29,8.29,0
Ohio,51,2018,3017,398,10,13.52,13.19,0.33
Oklahoma,51,2018,379,9,1,2.64,2.37,0.26
Oregon,51,2018,715,66,1,9.37,9.23,0.14
Pennsylvania,51,2018,570,47,0,8.25,8.25,0
South Carolina,51,2018,523,50,1,9.75,9.56,0.19
South Dakota,51,2018,88,0,0,0,0,0
Tennessee,51,2018,222,11,5,7.21,4.95,2.25
Texas,51,2018,3709,694,34,19.63,18.71,0.92
Utah,51,2018,773,61,9,9.06,7.89,1.16
Vermont,51,2018,209,39,0,18.66,18.66,0
Virginia,51,2018,460,20,0,4.35,4.35,0
Washington,51,2018,1082,60,0,5.55,5.55,0
West Virginia,51,2018,701,27,0,3.85,3.85,0
Wisconsin,51,2018,1205,40,5,3.73,3.32,0.41
Alabama,52,2018,885,135,1,15.37,15.25,0.11
Alaska,52,2018,14,0,0,0,0,0
Arizona,52,2018,465,57,4,13.12,12.26,0.86
Arkansas,52,2018,343,22,3,7.29,6.41,0.87
California,52,2018,1231,197,5,16.41,16,0.41
Colorado,52,2018,1396,288,2,20.77,20.63,0.14
Connecticut,52,2018,1090,143,2,13.3,13.12,0.18
Delaware,52,2018,399,50,0,12.53,12.53,0
Georgia,52,2018,2820,649,39,24.4,23.01,1.38
Hawaii,52,2018,200,22,0,11,11,0
Idaho,52,2018,152,22,2,15.79,14.47,1.32
Illinois,52,2018,392,36,4,10.2,9.18,1.02
Indiana,52,2018,391,42,0,10.74,10.74,0
Iowa,52,2018,256,10,0,3.91,3.91,0
Kansas,52,2018,133,7,0,5.26,5.26,0
Kentucky,52,2018,893,196,0,21.95,21.95,0
Louisiana,52,2018,601,29,5,5.66,4.83,0.83
Maine,52,2018,54,3,0,5.56,5.56,0
Maryland,52,2018,328,42,3,13.72,12.8,0.91
Massachusetts,52,2018,1239,240,1,19.45,19.37,0.08
Michigan,52,2018,1969,251,6,13.05,12.75,0.3
Minnesota,52,2018,426,15,0,3.52,3.52,0
Mississippi,52,2018,111,8,1,8.11,7.21,0.9
Missouri,52,2018,2199,223,2,10.23,10.14,0.09
Montana,52,2018,258,20,3,8.91,7.75,1.16
Nebraska,52,2018,283,80,0,28.27,28.27,0
Nevada,52,2018,45,11,0,24.44,24.44,0
New Mexico,52,2018,338,96,0,28.4,28.4,0
New York,52,2018,3399,436,7,13.03,12.83,0.21
North Carolina,52,2018,674,60,4,9.5,8.9,0.59
North Dakota,52,2018,191,23,0,12.04,12.04,0
Ohio,52,2018,3451,592,5,17.3,17.15,0.14
Oklahoma,52,2018,375,11,6,4.53,2.93,1.6
Oregon,52,2018,813,97,0,11.93,11.93,0
Pennsylvania,52,2018,725,105,5,15.17,14.48,0.69
South Carolina,52,2018,647,86,1,13.45,13.29,0.15
South Dakota,52,2018,85,3,0,3.53,3.53,0
Tennessee,52,2018,257,29,1,11.67,11.28,0.39
Texas,52,2018,3716,782,40,22.12,21.04,1.08
Utah,52,2018,1075,141,13,14.33,13.12,1.21
Vermont,52,2018,263,61,1,23.57,23.19,0.38
Virginia,52,2018,458,43,0,9.39,9.39,0
Washington,52,2018,1326,88,2,6.79,6.64,0.15
West Virginia,52,2018,719,36,4,5.56,5.01,0.56
Wisconsin,52,2018,1315,69,2,5.4,5.25,0.15
Alabama,1,2019,920,108,7,12.5,11.74,0.76
Arizona,1,2019,392,69,2,18.11,17.6,0.51
Arkansas,1,2019,267,14,1,5.62,5.24,0.37
California,1,2019,1196,135,4,11.62,11.29,0.33
Colorado,1,2019,1403,210,2,15.11,14.97,0.14
Connecticut,1,2019,1292,173,1,13.47,13.39,0.08
Delaware,1,2019,391,42,0,10.74,10.74,0
Georgia,1,2019,2189,243,7,11.42,11.1,0.32
Hawaii,1,2019,232,30,0,12.93,12.93,0
Idaho,1,2019,127,25,0,19.69,19.69,0
Illinois,1,2019,424,48,2,11.79,11.32,0.47
Indiana,1,2019,526,40,0,7.6,7.6,0
Iowa,1,2019,347,15,0,4.32,4.32,0
Kansas,1,2019,127,6,0,4.72,4.72,0
Kentucky,1,2019,1105,207,0,18.73,18.73,0
Louisiana,1,2019,515,19,7,5.05,3.69,1.36
Maine,1,2019,93,7,0,7.53,7.53,0
Maryland,1,2019,366,43,1,12.02,11.75,0.27
Massachusetts,1,2019,1496,306,0,20.45,20.45,0
Michigan,1,2019,1968,226,3,11.64,11.48,0.15
Minnesota,1,2019,530,42,0,7.92,7.92,0
Mississippi,1,2019,121,6,3,7.44,4.96,2.48
Missouri,1,2019,1949,179,2,9.29,9.18,0.1
Montana,1,2019,256,24,0,9.38,9.38,0
Nebraska,1,2019,289,68,0,23.53,23.53,0
Nevada,1,2019,30,6,1,23.33,20,3.33
New Mexico,1,2019,408,88,0,21.57,21.57,0
New York,1,2019,3852,513,3,13.4,13.32,0.08
North Carolina,1,2019,619,31,4,5.65,5.01,0.65
North Dakota,1,2019,240,24,0,10,10,0
Ohio,1,2019,3682,441,6,12.14,11.98,0.16
Oklahoma,1,2019,396,6,3,2.27,1.52,0.76
Oregon,1,2019,972,101,1,10.49,10.39,0.1
Pennsylvania,1,2019,807,82,1,10.29,10.16,0.12
South Carolina,1,2019,647,64,1,10.05,9.89,0.15
South Dakota,1,2019,74,5,0,6.76,6.76,0
Tennessee,1,2019,197,10,0,5.08,5.08,0
Texas,1,2019,3432,485,42,15.36,14.13,1.22
Utah,1,2019,1232,206,7,17.29,16.72,0.57
Vermont,1,2019,293,39,0,13.31,13.31,0
Virginia,1,2019,530,41,0,7.74,7.74,0
Washington,1,2019,1483,138,5,9.64,9.31,0.34
West Virginia,1,2019,881,39,2,4.65,4.43,0.23
Wisconsin,1,2019,2384,59,1,2.52,2.47,0.04
Alabama,2,2019,600,56,1,9.5,9.33,0.17
Arizona,2,2019,393,56,0,14.25,14.25,0
Arkansas,2,2019,282,35,5,14.18,12.41,1.77
California,2,2019,1350,187,4,14.15,13.85,0.3
Colorado,2,2019,819,149,2,18.44,18.19,0.24
Connecticut,2,2019,1238,197,2,16.07,15.91,0.16
Delaware,2,2019,382,62,0,16.23,16.23,0
Georgia,2,2019,1650,99,13,6.79,6,0.79
Hawaii,2,2019,286,34,1,12.24,11.89,0.35
Idaho,2,2019,148,17,0,11.49,11.49,0
Illinois,2,2019,473,48,3,10.78,10.15,0.63
Indiana,2,2019,372,26,0,6.99,6.99,0
Iowa,2,2019,345,28,0,8.12,8.12,0
Kansas,2,2019,145,6,1,4.83,4.14,0.69
Kentucky,2,2019,994,160,0,16.1,16.1,0
Louisiana,2,2019,492,26,5,6.3,5.28,1.02
Maine,2,2019,111,13,0,11.71,11.71,0
Maryland,2,2019,358,35,4,10.89,9.78,1.12
Massachusetts,2,2019,1583,336,3,21.42,21.23,0.19
Michigan,2,2019,1909,202,8,11,10.58,0.42
Minnesota,2,2019,592,51,2,8.95,8.61,0.34
Mississippi,2,2019,97,7,3,10.31,7.22,3.09
Missouri,2,2019,1805,183,1,10.19,10.14,0.06
Montana,2,2019,224,9,2,4.91,4.02,0.89
Nebraska,2,2019,308,75,0,24.35,24.35,0
Nevada,2,2019,61,19,1,32.79,31.15,1.64
New Mexico,2,2019,587,129,0,21.98,21.98,0
New York,2,2019,3954,558,9,14.34,14.11,0.23
North Carolina,2,2019,637,48,1,7.69,7.54,0.16
North Dakota,2,2019,266,37,1,14.29,13.91,0.38
Ohio,2,2019,3174,350,9,11.31,11.03,0.28
Oklahoma,2,2019,328,9,3,3.66,2.74,0.91
Oregon,2,2019,832,110,1,13.34,13.22,0.12
Pennsylvania,2,2019,688,86,3,12.94,12.5,0.44
South Carolina,2,2019,592,36,2,6.42,6.08,0.34
South Dakota,2,2019,89,7,0,7.87,7.87,0
Tennessee,2,2019,140,4,1,3.57,2.86,0.71
Texas,2,2019,3205,455,55,15.91,14.2,1.72
Utah,2,2019,1443,282,15,20.58,19.54,1.04
Vermont,2,2019,238,20,0,8.4,8.4,0
Virginia,2,2019,529,33,0,6.24,6.24,0
Washington,2,2019,1600,147,6,9.56,9.19,0.38
West Virginia,2,2019,801,26,1,3.37,3.25,0.12
Wisconsin,2,2019,1707,89,6,5.57,5.21,0.35
Alabama,3,2019,644,30,7,5.75,4.66,1.09
Alaska,3,2019,14,1,0,7.14,7.14,0
Arizona,3,2019,471,52,1,11.25,11.04,0.21
Arkansas,3,2019,380,70,1,18.68,18.42,0.26
California,3,2019,1174,175,5,15.33,14.91,0.43
Colorado,3,2019,984,186,1,19,18.9,0.1
Connecticut,3,2019,1296,279,1,21.6,21.53,0.08
Delaware,3,2019,474,86,0,18.14,18.14,0
Georgia,3,2019,1488,92,20,7.53,6.18,1.34
Hawaii,3,2019,200,28,0,14,14,0
Idaho,3,2019,178,44,2,25.84,24.72,1.12
Illinois,3,2019,464,68,0,14.66,14.66,0
Indiana,3,2019,329,24,0,7.29,7.29,0
Iowa,3,2019,338,31,0,9.17,9.17,0
Kansas,3,2019,138,5,0,3.62,3.62,0
Kentucky,3,2019,1039,165,2,16.07,15.88,0.19
Louisiana,3,2019,468,33,3,7.69,7.05,0.64
Maine,3,2019,124,18,0,14.52,14.52,0
Maryland,3,2019,341,56,2,17.01,16.42,0.59
Massachusetts,3,2019,1527,331,3,21.87,21.68,0.2
Michigan,3,2019,1794,262,3,14.77,14.6,0.17
Minnesota,3,2019,576,43,0,7.47,7.47,0
Mississippi,3,2019,100,15,1,16,15,1
Missouri,3,2019,1745,206,0,11.81,11.81,0
Montana,3,2019,281,50,6,19.93,17.79,2.14
Nebraska,3,2019,312,90,3,29.81,28.85,0.96
Nevada,3,2019,75,17,2,25.33,22.67,2.67
New Mexico,3,2019,571,114,1,20.14,19.96,0.18
New York,3,2019,4010,721,0,17.98,17.98,0
North Carolina,3,2019,644,94,1,14.75,14.6,0.16
North Dakota,3,2019,325,64,0,19.69,19.69,0
Ohio,3,2019,3268,547,7,16.95,16.74,0.21
Oklahoma,3,2019,303,15,4,6.27,4.95,1.32
Oregon,3,2019,919,138,0,15.02,15.02,0
Pennsylvania,3,2019,799,185,2,23.4,23.15,0.25
South Carolina,3,2019,587,61,1,10.56,10.39,0.17
South Dakota,3,2019,77,1,0,1.3,1.3,0
Tennessee,3,2019,124,6,1,5.65,4.84,0.81
Texas,3,2019,3401,769,38,23.73,22.61,1.12
Utah,3,2019,1506,346,9,23.57,22.97,0.6
Vermont,3,2019,276,41,1,15.22,14.86,0.36
Virginia,3,2019,495,47,0,9.49,9.49,0
Washington,3,2019,1499,221,7,15.21,14.74,0.47
West Virginia,3,2019,836,72,3,8.97,8.61,0.36
Wisconsin,3,2019,1707,140,8,8.67,8.2,0.47
Alabama,4,2019,603,67,5,11.94,11.11,0.83
Alaska,4,2019,17,2,0,11.76,11.76,0
Arizona,4,2019,385,32,0,8.31,8.31,0
Arkansas,4,2019,463,89,4,20.09,19.22,0.86
California,4,2019,1118,129,6,12.08,11.54,0.54
Colorado,4,2019,996,164,2,16.67,16.47,0.2
Connecticut,4,2019,1416,350,1,24.79,24.72,0.07
Delaware,4,2019,460,105,0,22.83,22.83,0
Georgia,4,2019,1544,144,12,10.1,9.33,0.78
Hawaii,4,2019,372,54,3,15.32,14.52,0.81
Idaho,4,2019,202,47,1,23.76,23.27,0.5
Illinois,4,2019,429,62,3,15.15,14.45,0.7
Indiana,4,2019,303,21,1,7.26,6.93,0.33
Iowa,4,2019,311,33,1,10.93,10.61,0.32
Kansas,4,2019,132,4,1,3.79,3.03,0.76
Kentucky,4,2019,1066,233,1,21.95,21.86,0.09
Louisiana,4,2019,571,60,2,10.86,10.51,0.35
Maine,4,2019,108,12,0,11.11,11.11,0
Maryland,4,2019,339,46,5,15.04,13.57,1.47
Massachusetts,4,2019,1539,434,2,28.33,28.2,0.13
Michigan,4,2019,1873,354,5,19.17,18.9,0.27
Minnesota,4,2019,611,81,4,13.91,13.26,0.65
Mississippi,4,2019,173,29,1,17.34,16.76,0.58
Missouri,4,2019,1869,268,2,14.45,14.34,0.11
Montana,4,2019,341,61,7,19.94,17.89,2.05
Nebraska,4,2019,314,97,0,30.89,30.89,0
Nevada,4,2019,53,11,0,20.75,20.75,0
New Mexico,4,2019,476,124,0,26.05,26.05,0
New York,4,2019,3984,907,8,22.97,22.77,0.2
North Carolina,4,2019,945,195,6,21.27,20.63,0.63
North Dakota,4,2019,393,120,0,30.53,30.53,0
Ohio,4,2019,3085,516,7,16.95,16.73,0.23
Oklahoma,4,2019,310,19,1,6.45,6.13,0.32
Oregon,4,2019,945,178,2,19.05,18.84,0.21
Pennsylvania,4,2019,811,185,1,22.93,22.81,0.12
South Carolina,4,2019,621,76,1,12.4,12.24,0.16
South Dakota,4,2019,76,6,0,7.89,7.89,0
Tennessee,4,2019,145,12,3,10.34,8.28,2.07
Texas,4,2019,4084,1053,59,27.23,25.78,1.44
Utah,4,2019,1644,443,15,27.86,26.95,0.91
Vermont,4,2019,336,89,1,26.79,26.49,0.3
Virginia,4,2019,555,64,1,11.71,11.53,0.18
Washington,4,2019,1629,351,7,21.98,21.55,0.43
West Virginia,4,2019,1055,140,6,13.84,13.27,0.57
Wisconsin,4,2019,1802,221,10,12.82,12.26,0.55
Alabama,5,2019,924,145,9,16.67,15.69,0.97
Alaska,5,2019,11,1,0,9.09,9.09,0
Arizona,5,2019,466,50,1,10.94,10.73,0.21
Arkansas,5,2019,68,21,1,32.35,30.88,1.47
California,5,2019,1270,168,6,13.7,13.23,0.47
Colorado,5,2019,1058,225,12,22.4,21.27,1.13
Connecticut,5,2019,1467,391,1,26.72,26.65,0.07
Delaware,5,2019,534,166,1,31.27,31.09,0.19
Georgia,5,2019,1702,189,18,12.16,11.1,1.06
Hawaii,5,2019,374,54,0,14.44,14.44,0
Idaho,5,2019,202,40,0,19.8,19.8,0
Illinois,5,2019,478,88,1,18.62,18.41,0.21
Indiana,5,2019,301,42,0,13.95,13.95,0
Iowa,5,2019,298,47,0,15.77,15.77,0
Kansas,5,2019,122,14,1,12.3,11.48,0.82
Kentucky,5,2019,1157,236,3,20.66,20.4,0.26
