REGION,WEEK,YEAR,TOTAL,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,SEASON
Connecticut,24,2017,245.0,0.0,0.0,0.0,0.0,0.0,SPRING
Delaware,24,2017,12.0,0.0,1.0,8.33,0.0,8.33,SPRING
Georgia,24,2017,264.0,2.0,1.0,1.14,0.76,0.38,SPRING
Hawaii,24,2017,180.0,3.0,0.0,1.67,1.67,0.0,SPRING
Illinois,24,2017,139.0,1.0,3.0,2.88,0.72,2.16,SPRING
Indiana,24,2017,96.0,1.0,0.0,1.04,1.04,0.0,SPRING
Iowa,24,2017,56.0,0.0,0.0,0.0,0.0,0.0,SPRING
Kansas,24,2017,30.0,0.0,0.0,0.0,0.0,0.0,SPRING
Kentucky,24,2017,162.0,0.0,0.0,0.0,0.0,0.0,SPRING
Louisiana,24,2017,236.0,4.0,1.0,2.12,1.69,0.42,SPRING
Maryland,24,2017,25.0,0.0,0.0,0.0,0.0,0.0,SPRING
Massachusetts,24,2017,152.0,0.0,0.0,0.0,0.0,0.0,SPRING
Michigan,24,2017,274.0,2.0,0.0,0.73,0.73,0.0,SPRING
Minnesota,24,2017,130.0,2.0,0.0,1.54,1.54,0.0,SPRING
Missouri,24,2017,367.0,0.0,0.0,0.0,0.0,0.0,SPRING
Montana,24,2017,70.0,0.0,1.0,1.43,0.0,1.43,SPRING
Nebraska,24,2017,57.0,0.0,1.0,1.75,0.0,1.75,SPRING
New Mexico,24,2017,139.0,1.0,7.0,5.76,0.72,5.04,SPRING
New York,24,2017,1050.0,8.0,4.0,1.14,0.76,0.38,SPRING
North Carolina,24,2017,72.0,0.0,0.0,0.0,0.0,0.0,SPRING
North Dakota,24,2017,15.0,0.0,0.0,0.0,0.0,0.0,SPRING
Ohio,24,2017,607.0,1.0,2.0,0.49,0.16,0.33,SPRING
Oklahoma,24,2017,84.0,0.0,0.0,0.0,0.0,0.0,SPRING
Pennsylvania,24,2017,203.0,0.0,2.0,0.99,0.0,0.99,SPRING
South Carolina,24,2017,123.0,1.0,0.0,0.81,0.81,0.0,SPRING
South Dakota,24,2017,101.0,0.0,0.0,0.0,0.0,0.0,SPRING
Tennessee,24,2017,56.0,2.0,1.0,5.36,3.57,1.79,SPRING
Texas,24,2017,903.0,3.0,7.0,1.11,0.33,0.78,SPRING
Utah,24,2017,380.0,2.0,10.0,3.16,0.53,2.63,SPRING
Vermont,24,2017,24.0,0.0,0.0,0.0,0.0,0.0,SPRING
Virginia,24,2017,68.0,0.0,0.0,0.0,0.0,0.0,SPRING
Washington,24,2017,286.0,0.0,5.0,1.75,0.0,1.75,SPRING
West Virginia,24,2017,311.0,1.0,2.0,0.96,0.32,0.64,SPRING
Wisconsin,24,2017,287.0,1.0,0.0,0.35,0.35,0.0,SPRING
Puerto Rico,24,2017,0.0,0.0,0.0,0.0,0.0,0.0,SPRING
Alabama,25,2017,146.0,2.0,4.0,4.11,1.37,2.74,SUMMER
Arizona,25,2017,107.0,1.0,3.0,3.74,0.93,2.8,SUMMER
Arkansas,25,2017,26.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,25,2017,511.0,4.0,9.0,2.54,0.78,1.76,SUMMER
Colorado,25,2017,178.0,1.0,0.0,0.56,0.56,0.0,SUMMER
Connecticut,25,2017,218.0,2.0,0.0,0.92,0.92,0.0,SUMMER
Georgia,25,2017,234.0,1.0,1.0,0.85,0.43,0.43,SUMMER
Hawaii,25,2017,134.0,1.0,5.0,4.48,0.75,3.73,SUMMER
Illinois,25,2017,126.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Indiana,25,2017,91.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Iowa,25,2017,53.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kansas,25,2017,34.0,1.0,0.0,2.94,2.94,0.0,SUMMER
Kentucky,25,2017,146.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Louisiana,25,2017,266.0,3.0,3.0,2.26,1.13,1.13,SUMMER
Maryland,25,2017,31.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,25,2017,115.0,3.0,0.0,2.61,2.61,0.0,SUMMER
Michigan,25,2017,242.0,1.0,0.0,0.41,0.41,0.0,SUMMER
Minnesota,25,2017,125.0,0.0,2.0,1.6,0.0,1.6,SUMMER
Mississippi,25,2017,13.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Missouri,25,2017,304.0,0.0,1.0,0.33,0.0,0.33,SUMMER
Montana,25,2017,49.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,25,2017,67.0,0.0,1.0,1.49,0.0,1.49,SUMMER
New Mexico,25,2017,109.0,0.0,1.0,0.92,0.0,0.92,SUMMER
New York,25,2017,1005.0,5.0,5.0,1.0,0.5,0.5,SUMMER
North Carolina,25,2017,59.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,25,2017,560.0,2.0,6.0,1.43,0.36,1.07,SUMMER
Oklahoma,25,2017,88.0,0.0,1.0,1.14,0.0,1.14,SUMMER
Pennsylvania,25,2017,68.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,25,2017,124.0,1.0,0.0,0.81,0.81,0.0,SUMMER
South Dakota,25,2017,68.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Tennessee,25,2017,36.0,0.0,1.0,2.78,0.0,2.78,SUMMER
Texas,25,2017,785.0,5.0,3.0,1.02,0.64,0.38,SUMMER
Utah,25,2017,317.0,0.0,7.0,2.21,0.0,2.21,SUMMER
Vermont,25,2017,12.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Virginia,25,2017,57.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Washington,25,2017,279.0,1.0,5.0,2.15,0.36,1.79,SUMMER
West Virginia,25,2017,261.0,3.0,0.0,1.15,1.15,0.0,SUMMER
Wisconsin,25,2017,262.0,4.0,0.0,1.53,1.53,0.0,SUMMER
Puerto Rico,25,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,26,2017,144.0,2.0,2.0,2.78,1.39,1.39,SUMMER
Arizona,26,2017,107.0,0.0,5.0,4.67,0.0,4.67,SUMMER
Arkansas,26,2017,33.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,26,2017,470.0,8.0,11.0,4.04,1.7,2.34,SUMMER
Colorado,26,2017,151.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Connecticut,26,2017,191.0,0.0,1.0,0.52,0.0,0.52,SUMMER
Georgia,26,2017,123.0,2.0,3.0,4.07,1.63,2.44,SUMMER
Hawaii,26,2017,106.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Illinois,26,2017,134.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Indiana,26,2017,83.0,1.0,1.0,2.41,1.2,1.2,SUMMER
Iowa,26,2017,31.0,1.0,0.0,3.23,3.23,0.0,SUMMER
Kansas,26,2017,28.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kentucky,26,2017,133.0,2.0,0.0,1.5,1.5,0.0,SUMMER
Louisiana,26,2017,185.0,1.0,1.0,1.08,0.54,0.54,SUMMER
Maryland,26,2017,27.0,1.0,0.0,3.7,3.7,0.0,SUMMER
Massachusetts,26,2017,93.0,1.0,0.0,1.08,1.08,0.0,SUMMER
Michigan,26,2017,261.0,3.0,0.0,1.15,1.15,0.0,SUMMER
Minnesota,26,2017,122.0,3.0,0.0,2.46,2.46,0.0,SUMMER
Missouri,26,2017,267.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Montana,26,2017,14.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,26,2017,39.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nevada,26,2017,14.0,0.0,1.0,7.14,0.0,7.14,SUMMER
New Mexico,26,2017,119.0,0.0,3.0,2.52,0.0,2.52,SUMMER
New York,26,2017,912.0,4.0,1.0,0.55,0.44,0.11,SUMMER
North Carolina,26,2017,69.0,0.0,1.0,1.45,0.0,1.45,SUMMER
Ohio,26,2017,504.0,1.0,2.0,0.6,0.2,0.4,SUMMER
Oklahoma,26,2017,101.0,1.0,0.0,0.99,0.99,0.0,SUMMER
Pennsylvania,26,2017,62.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,26,2017,111.0,2.0,2.0,3.6,1.8,1.8,SUMMER
South Dakota,26,2017,97.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Tennessee,26,2017,44.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Texas,26,2017,632.0,0.0,4.0,0.63,0.0,0.63,SUMMER
Utah,26,2017,325.0,3.0,4.0,2.15,0.92,1.23,SUMMER
Vermont,26,2017,13.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Virginia,26,2017,56.0,0.0,1.0,1.79,0.0,1.79,SUMMER
Washington,26,2017,259.0,5.0,4.0,3.47,1.93,1.54,SUMMER
West Virginia,26,2017,208.0,1.0,0.0,0.48,0.48,0.0,SUMMER
Wisconsin,26,2017,257.0,1.0,1.0,0.78,0.39,0.39,SUMMER
Puerto Rico,26,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,27,2017,198.0,1.0,3.0,2.02,0.51,1.52,SUMMER
Arizona,27,2017,93.0,0.0,1.0,1.08,0.0,1.08,SUMMER
Arkansas,27,2017,25.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,27,2017,416.0,5.0,7.0,2.88,1.2,1.68,SUMMER
Colorado,27,2017,144.0,0.0,1.0,0.69,0.0,0.69,SUMMER
Connecticut,27,2017,167.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Georgia,27,2017,190.0,2.0,0.0,1.05,1.05,0.0,SUMMER
Hawaii,27,2017,136.0,4.0,3.0,5.15,2.94,2.21,SUMMER
Illinois,27,2017,100.0,0.0,1.0,1.0,0.0,1.0,SUMMER
Indiana,27,2017,66.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kansas,27,2017,38.0,1.0,0.0,2.63,2.63,0.0,SUMMER
Kentucky,27,2017,125.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Louisiana,27,2017,230.0,1.0,2.0,1.3,0.43,0.87,SUMMER
Maryland,27,2017,29.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,27,2017,97.0,1.0,0.0,1.03,1.03,0.0,SUMMER
Michigan,27,2017,179.0,1.0,0.0,0.56,0.56,0.0,SUMMER
Minnesota,27,2017,103.0,1.0,0.0,0.97,0.97,0.0,SUMMER
Missouri,27,2017,295.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Montana,27,2017,63.0,1.0,1.0,3.17,1.59,1.59,SUMMER
Nebraska,27,2017,39.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New York,27,2017,745.0,2.0,1.0,0.4,0.27,0.13,SUMMER
North Carolina,27,2017,46.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,27,2017,400.0,0.0,1.0,0.25,0.0,0.25,SUMMER
Oklahoma,27,2017,81.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Pennsylvania,27,2017,44.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,27,2017,76.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Dakota,27,2017,92.0,0.0,1.0,1.09,0.0,1.09,SUMMER
Tennessee,27,2017,35.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Texas,27,2017,605.0,3.0,4.0,1.16,0.5,0.66,SUMMER
Utah,27,2017,356.0,3.0,5.0,2.25,0.84,1.4,SUMMER
Vermont,27,2017,19.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Virginia,27,2017,116.0,0.0,1.0,0.86,0.0,0.86,SUMMER
Washington,27,2017,252.0,1.0,3.0,1.59,0.4,1.19,SUMMER
West Virginia,27,2017,224.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Wisconsin,27,2017,261.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Puerto Rico,27,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,28,2017,167.0,0.0,4.0,2.4,0.0,2.4,SUMMER
Arizona,28,2017,89.0,0.0,1.0,1.12,0.0,1.12,SUMMER
Arkansas,28,2017,33.0,0.0,2.0,6.06,0.0,6.06,SUMMER
California,28,2017,504.0,5.0,3.0,1.59,0.99,0.6,SUMMER
Colorado,28,2017,138.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Connecticut,28,2017,174.0,2.0,0.0,1.15,1.15,0.0,SUMMER
Georgia,28,2017,187.0,0.0,2.0,1.07,0.0,1.07,SUMMER
Hawaii,28,2017,112.0,1.0,2.0,2.68,0.89,1.79,SUMMER
Illinois,28,2017,118.0,1.0,3.0,3.39,0.85,2.54,SUMMER
Indiana,28,2017,91.0,2.0,1.0,3.3,2.2,1.1,SUMMER
Kansas,28,2017,26.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kentucky,28,2017,145.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Louisiana,28,2017,230.0,3.0,3.0,2.61,1.3,1.3,SUMMER
Maryland,28,2017,26.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,28,2017,69.0,2.0,0.0,2.9,2.9,0.0,SUMMER
Michigan,28,2017,203.0,2.0,0.0,0.99,0.99,0.0,SUMMER
Minnesota,28,2017,124.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Missouri,28,2017,304.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Montana,28,2017,68.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,28,2017,29.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New Mexico,28,2017,64.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New York,28,2017,816.0,3.0,2.0,0.61,0.37,0.25,SUMMER
North Carolina,28,2017,66.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,28,2017,449.0,2.0,0.0,0.45,0.45,0.0,SUMMER
Oklahoma,28,2017,75.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Pennsylvania,28,2017,101.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,28,2017,97.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Dakota,28,2017,93.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Tennessee,28,2017,25.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Texas,28,2017,638.0,4.0,2.0,0.94,0.63,0.31,SUMMER
Utah,28,2017,333.0,1.0,2.0,0.9,0.3,0.6,SUMMER
Virginia,28,2017,120.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Washington,28,2017,200.0,3.0,0.0,1.5,1.5,0.0,SUMMER
West Virginia,28,2017,222.0,1.0,1.0,0.9,0.45,0.45,SUMMER
Wisconsin,28,2017,270.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Puerto Rico,28,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,29,2017,162.0,3.0,2.0,3.09,1.85,1.23,SUMMER
Arizona,29,2017,85.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Arkansas,29,2017,32.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,29,2017,495.0,6.0,1.0,1.41,1.21,0.2,SUMMER
Colorado,29,2017,150.0,0.0,1.0,0.67,0.0,0.67,SUMMER
Connecticut,29,2017,150.0,1.0,0.0,0.67,0.67,0.0,SUMMER
Georgia,29,2017,178.0,1.0,1.0,1.12,0.56,0.56,SUMMER
Hawaii,29,2017,68.0,0.0,1.0,1.47,0.0,1.47,SUMMER
Illinois,29,2017,103.0,0.0,1.0,0.97,0.0,0.97,SUMMER
Indiana,29,2017,79.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Iowa,29,2017,21.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kansas,29,2017,35.0,1.0,1.0,5.71,2.86,2.86,SUMMER
Kentucky,29,2017,159.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Louisiana,29,2017,218.0,2.0,2.0,1.83,0.92,0.92,SUMMER
Maryland,29,2017,24.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,29,2017,89.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Michigan,29,2017,189.0,2.0,1.0,1.59,1.06,0.53,SUMMER
Minnesota,29,2017,126.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Mississippi,29,2017,12.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Missouri,29,2017,285.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Montana,29,2017,50.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,29,2017,50.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New Mexico,29,2017,68.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New York,29,2017,758.0,3.0,0.0,0.4,0.4,0.0,SUMMER
North Carolina,29,2017,55.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,29,2017,476.0,12.0,2.0,2.94,2.52,0.42,SUMMER
Oklahoma,29,2017,89.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Pennsylvania,29,2017,94.0,1.0,0.0,1.06,1.06,0.0,SUMMER
South Carolina,29,2017,102.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Dakota,29,2017,101.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Tennessee,29,2017,24.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Texas,29,2017,616.0,5.0,5.0,1.62,0.81,0.81,SUMMER
Utah,29,2017,332.0,2.0,1.0,0.9,0.6,0.3,SUMMER
Virginia,29,2017,120.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Washington,29,2017,230.0,0.0,2.0,0.87,0.0,0.87,SUMMER
West Virginia,29,2017,185.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Wisconsin,29,2017,245.0,0.0,2.0,0.82,0.0,0.82,SUMMER
Puerto Rico,29,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,30,2017,124.0,0.0,2.0,1.61,0.0,1.61,SUMMER
Arizona,30,2017,79.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Arkansas,30,2017,32.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,30,2017,430.0,2.0,3.0,1.16,0.47,0.7,SUMMER
Colorado,30,2017,159.0,3.0,1.0,2.52,1.89,0.63,SUMMER
Connecticut,30,2017,183.0,3.0,0.0,1.64,1.64,0.0,SUMMER
Georgia,30,2017,176.0,2.0,2.0,2.27,1.14,1.14,SUMMER
Hawaii,30,2017,144.0,1.0,4.0,3.47,0.69,2.78,SUMMER
Illinois,30,2017,104.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Indiana,30,2017,66.0,0.0,2.0,3.03,0.0,3.03,SUMMER
Iowa,30,2017,11.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kansas,30,2017,38.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kentucky,30,2017,124.0,1.0,0.0,0.81,0.81,0.0,SUMMER
Louisiana,30,2017,203.0,5.0,0.0,2.46,2.46,0.0,SUMMER
Maryland,30,2017,29.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,30,2017,96.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Michigan,30,2017,191.0,1.0,0.0,0.52,0.52,0.0,SUMMER
Minnesota,30,2017,110.0,1.0,0.0,0.91,0.91,0.0,SUMMER
Mississippi,30,2017,10.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Missouri,30,2017,292.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Montana,30,2017,47.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,30,2017,46.0,1.0,0.0,2.17,2.17,0.0,SUMMER
New Mexico,30,2017,95.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New York,30,2017,750.0,2.0,3.0,0.67,0.27,0.4,SUMMER
North Carolina,30,2017,64.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,30,2017,425.0,6.0,5.0,2.59,1.41,1.18,SUMMER
Oklahoma,30,2017,91.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Pennsylvania,30,2017,99.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,30,2017,81.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Dakota,30,2017,78.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Tennessee,30,2017,22.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Texas,30,2017,499.0,2.0,1.0,0.6,0.4,0.2,SUMMER
Utah,30,2017,290.0,1.0,2.0,1.03,0.34,0.69,SUMMER
Virginia,30,2017,96.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Washington,30,2017,214.0,2.0,0.0,0.93,0.93,0.0,SUMMER
West Virginia,30,2017,166.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Wisconsin,30,2017,219.0,1.0,0.0,0.46,0.46,0.0,SUMMER
Puerto Rico,30,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,31,2017,155.0,0.0,1.0,0.65,0.0,0.65,SUMMER
Arizona,31,2017,77.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Arkansas,31,2017,28.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,31,2017,393.0,4.0,1.0,1.27,1.02,0.25,SUMMER
Colorado,31,2017,171.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Connecticut,31,2017,164.0,1.0,1.0,1.22,0.61,0.61,SUMMER
Delaware,31,2017,10.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Georgia,31,2017,161.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Hawaii,31,2017,132.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Illinois,31,2017,76.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Indiana,31,2017,49.0,0.0,1.0,2.04,0.0,2.04,SUMMER
Kansas,31,2017,18.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kentucky,31,2017,109.0,1.0,0.0,0.92,0.92,0.0,SUMMER
Louisiana,31,2017,252.0,6.0,2.0,3.17,2.38,0.79,SUMMER
Maryland,31,2017,13.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,31,2017,70.0,1.0,0.0,1.43,1.43,0.0,SUMMER
Michigan,31,2017,195.0,2.0,0.0,1.03,1.03,0.0,SUMMER
Minnesota,31,2017,130.0,2.0,0.0,1.54,1.54,0.0,SUMMER
Missouri,31,2017,288.0,1.0,0.0,0.35,0.35,0.0,SUMMER
Montana,31,2017,48.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,31,2017,38.0,1.0,0.0,2.63,2.63,0.0,SUMMER
New Mexico,31,2017,64.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New York,31,2017,738.0,3.0,1.0,0.54,0.41,0.14,SUMMER
North Carolina,31,2017,48.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,31,2017,491.0,8.0,0.0,1.63,1.63,0.0,SUMMER
Oklahoma,31,2017,86.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Pennsylvania,31,2017,85.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,31,2017,107.0,0.0,1.0,0.93,0.0,0.93,SUMMER
South Dakota,31,2017,22.0,1.0,0.0,4.55,4.55,0.0,SUMMER
Tennessee,31,2017,30.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Texas,31,2017,539.0,6.0,2.0,1.48,1.11,0.37,SUMMER
Utah,31,2017,296.0,3.0,1.0,1.35,1.01,0.34,SUMMER
Virginia,31,2017,102.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Washington,31,2017,189.0,0.0,0.0,0.0,0.0,0.0,SUMMER
West Virginia,31,2017,224.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Wisconsin,31,2017,236.0,2.0,0.0,0.85,0.85,0.0,SUMMER
Puerto Rico,31,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,32,2017,163.0,2.0,2.0,2.45,1.23,1.23,SUMMER
Arizona,32,2017,85.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Arkansas,32,2017,25.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,32,2017,417.0,5.0,2.0,1.68,1.2,0.48,SUMMER
Colorado,32,2017,160.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Connecticut,32,2017,176.0,2.0,1.0,1.7,1.14,0.57,SUMMER
Georgia,32,2017,229.0,1.0,0.0,0.44,0.44,0.0,SUMMER
Hawaii,32,2017,106.0,2.0,3.0,4.72,1.89,2.83,SUMMER
Illinois,32,2017,95.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Indiana,32,2017,51.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Iowa,32,2017,17.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kansas,32,2017,27.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Kentucky,32,2017,146.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Louisiana,32,2017,287.0,4.0,0.0,1.39,1.39,0.0,SUMMER
Maryland,32,2017,16.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Massachusetts,32,2017,81.0,1.0,0.0,1.23,1.23,0.0,SUMMER
Michigan,32,2017,178.0,2.0,1.0,1.69,1.12,0.56,SUMMER
Minnesota,32,2017,124.0,1.0,0.0,0.81,0.81,0.0,SUMMER
Missouri,32,2017,297.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Montana,32,2017,52.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Nebraska,32,2017,35.0,0.0,0.0,0.0,0.0,0.0,SUMMER
New Mexico,32,2017,84.0,1.0,0.0,1.19,1.19,0.0,SUMMER
New York,32,2017,769.0,1.0,1.0,0.26,0.13,0.13,SUMMER
North Carolina,32,2017,36.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Ohio,32,2017,438.0,2.0,2.0,0.91,0.46,0.46,SUMMER
Oklahoma,32,2017,79.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Pennsylvania,32,2017,77.0,0.0,0.0,0.0,0.0,0.0,SUMMER
South Carolina,32,2017,92.0,1.0,0.0,1.09,1.09,0.0,SUMMER
South Dakota,32,2017,20.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Tennessee,32,2017,27.0,1.0,1.0,7.41,3.7,3.7,SUMMER
Texas,32,2017,552.0,2.0,1.0,0.54,0.36,0.18,SUMMER
Utah,32,2017,334.0,1.0,0.0,0.3,0.3,0.0,SUMMER
Vermont,32,2017,13.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Virginia,32,2017,100.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Washington,32,2017,157.0,1.0,1.0,1.27,0.64,0.64,SUMMER
West Virginia,32,2017,214.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Wisconsin,32,2017,202.0,3.0,0.0,1.49,1.49,0.0,SUMMER
Puerto Rico,32,2017,0.0,0.0,0.0,0.0,0.0,0.0,SUMMER
Alabama,33,2017,172.0,0.0,3.0,1.74,0.0,1.74,SUMMER
Arizona,33,2017,100.0,1.0,0.0,1.0,1.0,0.0,SUMMER
Arkansas,33,2017,33.0,0.0,0.0,0.0,0.0,0.0,SUMMER
California,33,2017,415.0,1.0,2.0,0.72,0.24,0.48,SUMMER
Colorado,33,2017,170.0,0.0,1.0,0.59,0.0,0.59,SUMMER
Connecticut,33,2017,196.0,0.0,1.0,0.51,0.0,0.51,SUMMER
Georgia,33,2017,303.0,1.0,3.0,1.32,0.33,0.99,SUMMER
Hawaii,33,2017,116.0,3.0,2.0,4.31,2.59,1.72,SUMMER
Illinois,33,2017,107.0,0.0,0.0,0.0,0.0,0.0,SUMMER
